Entity,Code,Year,cephalopods__00002766__production__005511__tonnes,molluscs__other__00002767__production__005511__tonnes,crustaceans__00002765__production__005511__tonnes,marine_fish__other__00002764__production__005511__tonnes,demersal_fish__00002762__production__005511__tonnes,pelagic_fish__00002763__production__005511__tonnes,freshwater_fish__00002761__production__005511__tonnes
Antigua and Barbuda,ATG,1961,,0,100,700,0,0,
Antigua and Barbuda,ATG,1962,,0,100,700,0,0,
Antigua and Barbuda,ATG,1963,,0,100,700,0,0,
Antigua and Barbuda,ATG,1964,,0,100,600,0,0,
Antigua and Barbuda,ATG,1965,,0,100,700,0,0,
Antigua and Barbuda,ATG,1966,,0,100,700,0,0,
Antigua and Barbuda,ATG,1967,,0,100,700,0,0,
Antigua and Barbuda,ATG,1968,,0,100,700,0,0,
Antigua and Barbuda,ATG,1969,,0,100,700,0,0,
Antigua and Barbuda,ATG,1970,,0,100,800,0,0,
Antigua and Barbuda,ATG,1971,,0,100,800,0,0,
Antigua and Barbuda,ATG,1972,,0,100,1100,0,0,
Antigua and Barbuda,ATG,1973,,0,100,1400,0,0,
Antigua and Barbuda,ATG,1974,,0,90,1500,0,0,
Antigua and Barbuda,ATG,1975,,0,130,1470,0,0,
Antigua and Barbuda,ATG,1976,,0,140,1480,0,0,
Antigua and Barbuda,ATG,1977,,0,180,1650,0,0,
Antigua and Barbuda,ATG,1978,,0,120,1500,0,0,
Antigua and Barbuda,ATG,1979,,0,100,1120,0,0,
Antigua and Barbuda,ATG,1980,,0,60,1110,0,0,
Antigua and Barbuda,ATG,1981,,0,50,1110,0,0,
Antigua and Barbuda,ATG,1982,,0,40,910,0,0,
Antigua and Barbuda,ATG,1983,,0,50,1010,0,0,
Antigua and Barbuda,ATG,1984,,0,140,1320,0,0,
Antigua and Barbuda,ATG,1985,,0,120,2290,0,0,
Antigua and Barbuda,ATG,1986,,0,120,2280,0,0,
Antigua and Barbuda,ATG,1987,,150,150,1700,0,0,
Antigua and Barbuda,ATG,1988,,120,120,1260,0,0,
Antigua and Barbuda,ATG,1989,,100,100,800,0,0,
Antigua and Barbuda,ATG,1990,,100,100,680,0,0,
Antigua and Barbuda,ATG,1991,,180,170,1160,0,0,
Antigua and Barbuda,ATG,1992,,200,190,1320,0,0,
Antigua and Barbuda,ATG,1993,,530,120,450,0,0,
Antigua and Barbuda,ATG,1994,,520,140,490,0,0,
Antigua and Barbuda,ATG,1995,,350,150,1120,0,0,
Antigua and Barbuda,ATG,1996,,290,130,1040,0,0,
Antigua and Barbuda,ATG,1997,,260,160,1240,0,0,
Antigua and Barbuda,ATG,1998,,340,360,1010,0,0,
Antigua and Barbuda,ATG,1999,,350,270,1040,0,0,
Antigua and Barbuda,ATG,2000,,320,280,1160,0,0,
Antigua and Barbuda,ATG,2001,,280,270,70,1140,70,
Antigua and Barbuda,ATG,2002,,320,280,10,1710,60,
Antigua and Barbuda,ATG,2003,,470,240,40,1710,130,
Antigua and Barbuda,ATG,2004,,550,250,30,1580,110,
Antigua and Barbuda,ATG,2005,,530,310,110,1870,180,
Antigua and Barbuda,ATG,2006,,490,320,60,2130,90,
Antigua and Barbuda,ATG,2007,,520,320,60,2070,130,
Antigua and Barbuda,ATG,2008,,1360,170,20,1820,160,
Antigua and Barbuda,ATG,2009,,760,110,20,1520,90,
Argentina,ARG,1961,600,5000,1100,0,44400,26400,14300
Argentina,ARG,1962,900,5100,800,0,53100,22410,10000
Argentina,ARG,1963,500,5800,900,0,71900,31270,11900
Argentina,ARG,1964,700,7300,700,0,100700,34100,14800
Argentina,ARG,1965,800,7300,800,0,130800,32400.002,13010
Argentina,ARG,1966,2400,6400,700,0,168300,33300,10110
Argentina,ARG,1967,3900,6900,900,0,152500,30760,13110
Argentina,ARG,1968,3600,9200,1200,0,118400,54820,11110
Argentina,ARG,1969,1300,15100,1000,0,117400,34300,11620
Argentina,ARG,1970,2000,20300,700,0,131100,31700,5420
Argentina,ARG,1971,2600,13600,900,0,140200,44010,5720
Argentina,ARG,1972,2350,6800,600,0,147400,54000,6330
Argentina,ARG,1973,4700,4200,600,0,207300,53290,7630
Argentina,ARG,1974,5100,3320,500,0,210990,46470,10220
Argentina,ARG,1975,4280,5570,680,0,158460,30090,15110
Argentina,ARG,1976,7630,4600,690,0,217760,25530,9890
Argentina,ARG,1977,2420,4190,970,0,331710,30140,10490
Argentina,ARG,1978,59250,3410,630,0,418120,22250,15140
Argentina,ARG,1979,83980,3780,140,0,436980,24390,16160
Argentina,ARG,1980,9310,1480,900,0,348130,17040,8500
Argentina,ARG,1981,10830,1100,2910,0,318460,18560,9790
Argentina,ARG,1982,39160,1190,8069.9995,0,393550,17670,15520
Argentina,ARG,1983,28960,2700,19560,0,332480,18060,14740
Argentina,ARG,1984,29100,2660,23430,0,233790,16500,9690
Argentina,ARG,1985,21790,2430,10630,0,341100,20900,9960
Argentina,ARG,1986,12780,1810,7340,0,365670,24180,9080
Argentina,ARG,1987,29850,2180,1640,0,388920,28210,8290
Argentina,ARG,1988,20950,1380,18390,0,410760,31210,10950
Argentina,ARG,1989,23300,9110,12110,0,402310,34550,11100
Argentina,ARG,1990,27780,7290,10340,0,481890,20730,10630
Argentina,ARG,1991,46380,2380,8680,0,540960,31500,10630
Argentina,ARG,1992,80110,2000,25080,2320,593020,30070,11630
Argentina,ARG,1993,196490,1110,20100,2660,720450,29530,12450
Argentina,ARG,1994,199910,630,22250,4440,722760,33790,13480
Argentina,ARG,1995,201300,13620,7770,10960,881260,40990,18600
Argentina,ARG,1996,294480,25170,10760,3970,898360,35660,20440
Argentina,ARG,1997,414080,30660,7840,5800,868150,39420,23990
Argentina,ARG,1998,292060,29140,23980,6220,771160,18750,24200
Argentina,ARG,1999,344320,40630,29910,3550,615880,24220,28730
Argentina,ARG,2000,279970,42280,37600,7210,499810,24560,32080.002
Argentina,ARG,2001,230650,43900,79500,7220,534650,19690,16790
Argentina,ARG,2002,177380,52030,52270,3770,607330,35020,19830
Argentina,ARG,2003,141270,51230,55020,3520,596790,35870,28150
Argentina,ARG,2004,76710,44510,28640,4360,710680,46230,35560
Argentina,ARG,2005,146720,40050,8690,6740,654500,39450,35840
Argentina,ARG,2006,292350,80590,45780,2930,674770,42090,35980
Argentina,ARG,2007,233310,54180,48360,2060,584630,43340,22480
Argentina,ARG,2008,255770,60000,48630,3430,575470,40780,13690
Argentina,ARG,2009,72860,81140,54340,2720,588300,46580,18600
Argentina,ARG,2010,86000,52000,73000,1000,524000,60000,18000
Argentina,ARG,2011,77000,49000,86000,0,509000,54000,21000
Argentina,ARG,2012,95000,37000,85000,0,467000,40000,17000
Argentina,ARG,2013,192000,42000,105000,0,477000,42000,16000
Argentina,ARG,2014,169000,34000,131000,0,456000,26000,19000
Argentina,ARG,2015,127000,32000,148000,0,453000,36000,22000
Argentina,ARG,2016,60000,36000,181000,0,436000,24000,23000
Argentina,ARG,2017,99000,39000,246000,0,407000,21000,26000
Argentina,ARG,2018,108000,27000,257000,0,406000,16000,23000
Argentina,ARG,2019,96000,23000,218000,1000,447000,16000,28000
Argentina,ARG,2020,171000,34000,186000,0,403000,23000,22000
Argentina,ARG,2021,132000,46000,226000,0,415000,16000,21000
Argentina,ARG,2022,132000,46000,226000,0,415000,16000,21000
Armenia,ARM,1992,,,0,,,,4450
Armenia,ARM,1993,,,0,,,,4100
Armenia,ARM,1994,,,0,,,,2600
Armenia,ARM,1995,,,0,,,,1940
Armenia,ARM,1996,,,0,,,,1230
Armenia,ARM,1997,,,10,,,,1240
Armenia,ARM,1998,,,60,,,,1070
Armenia,ARM,1999,,,300,,,,1730
Armenia,ARM,2000,,,20,,,,2010
Armenia,ARM,2001,,,10,,,,2190
Armenia,ARM,2002,,,400,,,,1080
Armenia,ARM,2003,,,760,,,,870
Armenia,ARM,2004,,,810,,,,220
Armenia,ARM,2005,,,760,,,,230
Armenia,ARM,2006,,,1000,,,,400
Armenia,ARM,2007,,,800,,,,3920
Armenia,ARM,2008,,,1130,,,,4570
Armenia,ARM,2009,,,820,,,,5040
Armenia,ARM,2010,,,1000,,,,5000
Armenia,ARM,2011,,,2000,,,,6000
Armenia,ARM,2012,,,2000,,,,7000
Armenia,ARM,2013,,,5000,,,,11000
Armenia,ARM,2014,,,5000,,,,14000
Armenia,ARM,2015,,,7000,,,,16000
Armenia,ARM,2016,,,3000,,,,17000
Armenia,ARM,2017,,,1000,,,,16000
Armenia,ARM,2018,,,0,,,,17000
Armenia,ARM,2019,,,1000,,,,18000
Armenia,ARM,2020,,,1000,,,,18000
Armenia,ARM,2021,,,1000,,,,19000
Armenia,ARM,2022,,,1000,,,,19000
Asia,,1961,663000,927940,698900,2494840,3126260,4220640,2582450
Asia,,1962,813900,956310,760550,2627800,3145530,4287280,2641970
Asia,,1963,931800,1097750,776690,2874550,3101480,4110100,2738370
Asia,,1964,564400,1079070,831260,3009680,3441710,4356040,2826650
Asia,,1965,734600,1068200,824220,3221790,3484770,4820300,3052150
Asia,,1966,722900,1169340,877420,3376470,3738890,4901650,3111040
Asia,,1967,826500,1165990,938710,3698220,4338880,4894700,3231140
Asia,,1968,1070500,1227350,1054450,3950640,4810850,5291850,3351550
Asia,,1969,846600,1260890,1052890,4140630,5128030,5328800,3480230
Asia,,1970,833740,1355660,1024220,3878500,5796230,5675750,3610620
Asia,,1971,784350,1466110,1094910,4489150,6239190,5945510,3738890
Asia,,1972,948420,1428360,1145960,4946820,6857750,5940640,3848200
Asia,,1973,825310,1312890,1373040,4974610,7252930,6529240,4039220
Asia,,1974,825070,1355630,1449590,5151110,7429010,6814590,4120000
Asia,,1975,923710,1632380,1424590,5241830,7193820,6934380,4017660
Asia,,1976,894500,2039570,1444250,5454120,7061150,7276230,3972540
Asia,,1977,875950,2224720,1589320,5584180,6505340,8600590,4048420
Asia,,1978,958430.06,1942120,1673340,5738170,6079970,9418780,4063850
Asia,,1979,1014650,1967590,1620330,5441070,5918060,9352440,4226800
Asia,,1980,1148590,2098620,1677080,5386300,6050650,9582350,4432120
Asia,,1981,970510,2180070,1643960,5597750,6127190,10327450,4929300
Asia,,1982,1074130,2302590,1812050,5735610,6021780,10622130,5083740
Asia,,1983,1101390,2587030,1853720,5579550,5692850,11686830,5685960
Asia,,1984,1131860,2705440,1984620,5632320,6279350,12420280,6216340
Asia,,1985,1211990,2976490,2161790,5720830,6211080,11968820,6897370
Asia,,1986,1182280,3394450,2310480,6329300,6566830,12910930,7679390
Asia,,1987,1638580,3991550,2505980,6950980,6095700,13043090,8347860
Asia,,1988,1588510,4431040,2724550,6890080,5874870,13634680,8975180
Asia,,1989,1816660,4219360,2818740,7443630,5987420,13302750,9468130
Asia,,1990,1562150,4470270,2835940,7235310,5945960,13376730,10196240
Asia,,1991,1699540,4544610,3151960,7270710,5695730,12940550,10604610
Asia,,1992,1926550,5546240,3357570,7881870,5938770,12524550,11489260
Asia,,1993,1841870,6989570,3590590,8375130,5812860,12849990,13120260
Asia,,1994,1914410,8245150,4154830,8417800,6513310,12684970,14894950
Asia,,1995,1978020,9908680,4445870,8447730,7250720,12578300,16902140
Asia,,1996,2068140,9770220,4792630,9300490,7347160,13018420,18866950
Asia,,1997,2279610,9706760,4921450,8745460,7559200,13438410,19512470
Asia,,1998,1949750,9908720,5246080,8892610,7398810,13685730,20032520
Asia,,1999,2427330,10579300,5440020,8956940,7401990,13376210,21617320
Asia,,2000,2555590,11114270,5953570,9043480,7215720,13013550,22235750
Asia,,2001,2274080,11629060,6151190,8963020,7138760,13375280,23258430
Asia,,2002,2227760,12278610,6482920,9071190,7011830,13626570,23974130
Asia,,2003,2587430,12153300,6744270,8095980,8258780,14258140,25178570
Asia,,2004,2544220,12518500,7070650,8112870,8477620,14116610,27125600
Asia,,2005,2381910,12780560,7355200,8412250,8287020,14391380,29199810
Asia,,2006,2477270,13305060,7959080,8129700,8695280,14749790,31244430
Asia,,2007,2903950,13614290,8532070,7885950,8729080,15331480,32724620
Asia,,2008,2729930,13540410,8627330,8174630,8829010,15376260,35063470
Asia,,2009,2307830,14079880,8953070,9267520,8962020,14779040,36854548
Asia,,2010,2346000,14174000,9070000,8404000,9112000,15074000,38557000
Asia,,2011,2554000,14167000,9410000,7998000,9134000,15484000,39287000
Asia,,2012,2641000,14829000,9780000,8019000,9305000,15598000,41921000
Asia,,2013,2657000,15389000,10131000,7888000,9478000,15927000,44279000
Asia,,2014,3195000,16173000,10726000,8075000,9419000,16941000,46067000
Asia,,2015,3430000,16207000,10911000,8613000,9530000,16189000,47903000
Asia,,2016,2380000,16916000,11281000,9513000,9555000,15864000,49871000
Asia,,2017,2625000,17386000,12474000,8903000,9902000,16102000,51429000
Asia,,2018,2394000,17596000,12758000,9695000,9311000,16112000,53013000
Asia,,2019,2363000,17460000,13518000,9805000,9161000,15912000,54169000
Asia,,2020,2338000,17875000,13604000,9928000,8511000,15682000,54434000
Asia,,2021,2518000,18301000,14367000,8641000,9436000,16373000,55715000
Asia,,2022,2518000,18301000,14367000,8641000,9436000,16373000,55715000
Asia (FAO),,1961,663000,927930,698900,2495040,3126460,4220640,2582460
Asia (FAO),,1962,813900,956310,760540,2628200,3145730,4287280,2641980
Asia (FAO),,1963,931900,1097750,776690,2874640,3101880,4110100,2738380
Asia (FAO),,1964,564500,1079070,831260,3009680,3442210,4356040,2826650
Asia (FAO),,1965,734700,1068210,824220,3221790,3485680,4820300,3052140
Asia (FAO),,1966,723000,1169340,877420,3376570,3739690,4901650,3111040
Asia (FAO),,1967,826600,1165990,938720,3698320,4339690,4894710,3231150
Asia (FAO),,1968,1070600,1227350,1054460,3950740,4812050,5291860,3351550
Asia (FAO),,1969,846700,1260890,1052900,4140730,5129220,5328800,3480220
Asia (FAO),,1970,833870,1355660,1024220,3878590,5797340,5675770,3610610
Asia (FAO),,1971,784460,1466110,1094920,4489260,6240180,5945550,3738890
Asia (FAO),,1972,948540,1428360,1145950,4946920,6858840,5940670,3848200
Asia (FAO),,1973,825420,1312880,1373050,4974690,7254160,6529260,4039230
Asia (FAO),,1974,825160,1355630,1449600,5151180,7430000,6814610,4120020
Asia (FAO),,1975,923790,1632390,1424580,5241890,7194550,6934400,4017690
Asia (FAO),,1976,894620,2039590,1444250,5454190,7061920,7276310,3972590
Asia (FAO),,1977,876060,2224730,1589330,5584290,6506140,8600730,4048450
Asia (FAO),,1978,958570,1942110,1673350,5738280,6080840,9418900,4063860
Asia (FAO),,1979,1014760,1967600,1620320,5441140,5918980,9352570,4226830
Asia (FAO),,1980,1148700,2098600,1677100,5386430,6051600,9582440,4432130
Asia (FAO),,1981,970640,2180060,1643970,5597840,6128250,10327570,4929330
Asia (FAO),,1982,1074240,2302590,1812050,5735720,6022900,10622280,5083760
Asia (FAO),,1983,1101670,2587030,1853720,5579690,5694310,11686900,5685990
Asia (FAO),,1984,1132100,2705450,1984660,5632580,6280890,12420430,6216380
Asia (FAO),,1985,1212190,2976490,2161800,5721040,6212910,11968960,6897400
Asia (FAO),,1986,1182440,3394450,2310470,6329640,6568640,12911160,7679440
Asia (FAO),,1987,1638790,3991550,2505980,6951200,6097670,13043260,8347910
Asia (FAO),,1988,1588720,4431040,2724530,6890330,5876750,13634850,8975240
Asia (FAO),,1989,1816930,4219350,2818720,7443890,5989270,13302910,9468160
Asia (FAO),,1990,1562440,4470250,2835940,7235660,5947740,13376930,10196300
Asia (FAO),,1991,1699810,4544620,3151970,7270970,5697640,12941070,10604680
Asia (FAO),,1992,1926900,5546240,3357590,7882370,5940500,12531310,11489360
Asia (FAO),,1993,1842320,6989560,3590590,8375530.5,5814700,12857450,13120360
Asia (FAO),,1994,1915100,8245139.5,4154839.8,8418150,6515020,12691860,14895040
Asia (FAO),,1995,1978460,9908680,4445870,8448030,7252660,12585160,16902270
Asia (FAO),,1996,2068409.9,9770220,4792620,9303520,7349530,13025770,18867120
Asia (FAO),,1997,2279890,9706760,4921440,8759470,7561570,13447330,19512660
Asia (FAO),,1998,1950110,9908720,5246100,8893230,7406560,13697220,20032670
Asia (FAO),,1999,2427630,10579300,5440040,8957880,7405200,13412620,21617460
Asia (FAO),,2000,2555850,11114260,5953660,9044360,7219240,13078810,22235900
Asia (FAO),,2001,2274340,11629060,6151270,8963770,7145750,13423590,23258590
Asia (FAO),,2002,2227990,12278610,6483060,9072630,7016960,13762370,23974260
Asia (FAO),,2003,2587600,12153290,6744350,8096190,8262120,14303720,25178710
Asia (FAO),,2004,2544380,12518500,7070670,8113060,8481080,14193840,27125700
Asia (FAO),,2005,2382110,12780560,7355230,8412420,8290769.5,14450870,29199890
Asia (FAO),,2006,2477480,13305070,7959110,8129880,8698810,14778420,31244490
Asia (FAO),,2007,2904190,13614270,8532100,7886180,8732350,15332490,32724700
Asia (FAO),,2008,2730100,13540410,8627350,8174870,8832800,15376860,35063540
Asia (FAO),,2009,2307920,14079870,8953070,9267690,8966100,14779390,36854640
Asia (FAO),,2010,2348000,14175000,9073000,8405000,9117000,15078000,38558000
Asia (FAO),,2011,2556000,14169000,9414000,8000000,9140000,15484000,39289000
Asia (FAO),,2012,2643000,14828000,9781000,8023000,9310000,15600000,41925000
Asia (FAO),,2013,2660000,15391000,10131000,7887000,9485000,15929000,44281000
Asia (FAO),,2014,3197000,16172000,10727000,8079000,9423000,16941000,46069000
Asia (FAO),,2015,3431000,16208000,10913000,8616000,9537000,16191000,47902000
Asia (FAO),,2016,2379000,16915000,11282000,9517000,9563000,15868000,49870000
Asia (FAO),,2017,2624000,17387000,12476000,8905000,9907000,16105000,51428000
Asia (FAO),,2018,2394000,17596000,12759000,9699000,9323000,16115000,53014000
Asia (FAO),,2019,2373000,17521000,13535000,9919000,9235000,15914000,54192000
Asia (FAO),,2020,2348000,17937000,13620000,10042000,8584000,15684000,54455000
Asia (FAO),,2021,2526000,18362000,14384000,8754000,9511000,16374000,55736000
Asia (FAO),,2022,2526000,18362000,14384000,8754000,9511000,16374000,55736000
Australia,AUS,1961,100,9800,15800,4500,22900,7200,600
Australia,AUS,1962,100,12400,17700,1500,26000,7900,600
Australia,AUS,1963,100,13100,20400,800,26400,8500,600
Australia,AUS,1964,100,13100,18900,1300,26000,12100,500
Australia,AUS,1965,100,18400,17900,1100,29300,11300,800
Australia,AUS,1966,100,21800,19800,1000,32599.998,12400,800
Australia,AUS,1967,200,25900,21200,1200,32800,9600,900
Australia,AUS,1968,200,29700,24400,1700,33400,10700,1000
Australia,AUS,1969,200,19100,23200,1500,32000,14200,1300
Australia,AUS,1970,300,18920,25600,7500,34800,12100,900
Australia,AUS,1971,300,27300,32300,7900,32000,10300,1100
Australia,AUS,1972,300,29200,31600,8100.0005,32800,14200,1500
Australia,AUS,1973,300,20700,29500,28600,26300,17800,2100
Australia,AUS,1974,160,22100,36650,30580,29580,14630,2110
Australia,AUS,1975,160,16110.001,29090,17590,27490,16420,2370
Australia,AUS,1976,230,16320,33180,15130,27780,15550,2590
Australia,AUS,1977,380,22190,36700,17460,34450,14850,3280
Australia,AUS,1978,500,25090,34660,6900,35270,17910,3310
Australia,AUS,1979,820,25330,37890,9000,35800,16170,3120
Australia,AUS,1980,1260,23920,37730,5880,41720,18980,3210
Australia,AUS,1981,1190,26320,43180,5750,43120,24340,3270
Australia,AUS,1982,1410,46640,39220,7270,41660,29470,3920
Australia,AUS,1983,1610,46750,40850,8170,41110,26410,3700
Australia,AUS,1984,1650,47870,39790,6510,38890,31180,4490
Australia,AUS,1985,1740,37220,38520,6980,41680,30870,3990
Australia,AUS,1986,2450,34160,36080,15770,52790,35480,3650
Australia,AUS,1987,3130,29960,39380,21310,66930,40750,4820
Australia,AUS,1988,3280,29230,42300,18700,73660,41200,6240
Australia,AUS,1989,1760,22890,48870,7100,68040,27980,7440
Australia,AUS,1990,1750,22090,41980,18780,97110,31120,8010
Australia,AUS,1991,1690,31850,46580,19880,94810,34260,9010
Australia,AUS,1992,2940,47570,46710,35150,71480,34540,10670
Australia,AUS,1993,3350,51230,47570,35970,64860,33540,10380
Australia,AUS,1994,3510,40610,47020,17970,68670,35480,8340
Australia,AUS,1995,4380,30050,51860,25730,66680,38090,10540
Australia,AUS,1996,2400,30390,52530,29650,62080,36130,12570
Australia,AUS,1997,4380,27370,55280,29800,58070,35610,12840
Australia,AUS,1998,5910,28350,57000,34730,61220,28410,12500
Australia,AUS,1999,7300,38950,53940,31010,64350,30480,14300
Australia,AUS,2000,3520,32220.002,55040,14140,69300,31540,16250
Australia,AUS,2001,5330,29960,55880,9060,71890,36200,18290
Australia,AUS,2002,3290,26560,51890,20400,72730,40570,20240
Australia,AUS,2003,4470,30740,51600,16209.999,76750,53130,21030
Australia,AUS,2004,5810,33060,55440,20360,74240,63790,22030
Australia,AUS,2005,4650,38970,49070,20110,70380,72070,23900
Australia,AUS,2006,3180,32020,46530,15860,62070,58550,28190
Australia,AUS,2007,4150,35790,41570,19870,53930,53670,33690
Australia,AUS,2008,2350,33830,43540,18770,52810,54260,32680
Australia,AUS,2009,2290,31840,42140,20400,48200,52970,37150
Australia,AUS,2010,2000,32000,44000,20000,50000,65000,40000
Australia,AUS,2011,3000,30000,45000,16000,48000,61000,45000
Australia,AUS,2012,4000,26000,37000,12000,46000,66000,53000
Australia,AUS,2013,3000,29000,37000,12000,45000,59000,50000
Australia,AUS,2014,2000,23000,41000,10000,43000,56000,47000
Australia,AUS,2015,3000,23000,41000,10000,40000,63000,54000
Australia,AUS,2016,3000,24000,40000,12000,41000,81000,61000
Australia,AUS,2017,3000,23000,41000,9000,44000,70000,59000
Australia,AUS,2018,4000,24000,39000,13000,40000,77000,69000
Australia,AUS,2019,3000,23000,40000,14000,40000,74000,62000
Australia,AUS,2020,2000,22000,37000,15000,43000,76000,72000
Australia,AUS,2021,2000,25000,36000,15000,46000,77000,94000
Australia,AUS,2022,2000,25000,36000,15000,46000,77000,94000
Austria,AUT,1961,,,200,,,,4000
Austria,AUT,1962,,,200,,,,4300
Austria,AUT,1963,,,200,,,,4400
Austria,AUT,1964,,,200,,,,4700
Austria,AUT,1965,,,200,,,,4900
Austria,AUT,1966,,,200,,,,4700
Austria,AUT,1967,,,100,,,,4100
Austria,AUT,1968,,,0,,,,4000
Austria,AUT,1969,,,100,,,,3400
Austria,AUT,1970,,,0,,,,3200
Austria,AUT,1971,,,0,,,,2900
Austria,AUT,1972,,,0,,,,2600
Austria,AUT,1973,,,0,,,,2200
Austria,AUT,1974,,,0,,,,2070
Austria,AUT,1975,,,0,,,,2040
Austria,AUT,1976,,,0,,,,2360
Austria,AUT,1977,,,0,,,,2470
Austria,AUT,1978,,,0,,,,3700
Austria,AUT,1979,,,0,,,,4100
Austria,AUT,1980,,,0,,,,4300
Austria,AUT,1981,,,0,,,,4400
Austria,AUT,1982,,,0,,,,4500
Austria,AUT,1983,,,0,,,,4700
Austria,AUT,1984,,,0,,,,4700
Austria,AUT,1985,,,0,,,,4800
Austria,AUT,1986,,,0,,,,4700
Austria,AUT,1987,,,0,,,,4600
Austria,AUT,1988,,,0,,,,5100
Austria,AUT,1989,,,0,,,,5000
Austria,AUT,1990,,,0,,,,3660
Austria,AUT,1991,,,0,,,,3640
Austria,AUT,1992,,,0,,,,3620
Austria,AUT,1993,,,0,,,,3560
Austria,AUT,1994,,,0,,,,3490
Austria,AUT,1995,,,0,,,,3320
Austria,AUT,1996,,,0,,,,3400
Austria,AUT,1997,,,0,,,,3480
Austria,AUT,1998,,,0,,,,3360
Austria,AUT,1999,,,0,,,,3500
Austria,AUT,2000,,,0,,,,3290
Austria,AUT,2001,,,0,,,,2750
Austria,AUT,2002,,,0,,,,2680
Austria,AUT,2003,,,0,,,,2600
Austria,AUT,2004,,,0,,,,2670
Austria,AUT,2005,,,0,,,,2790
Austria,AUT,2006,,,0,,,,2860
Austria,AUT,2007,,,0,,,,2890
Austria,AUT,2008,,,0,,,,2440
Austria,AUT,2009,,,0,,,,2490
