Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
920,2022/08/10,,no,offline,,group demonstration,,Beijing,10-99,,,,women's rights,urban residents,,,"monitoring, expulsion",,,,Tier 1,,"Before the trial of Zhou Xiaoxuan v. Zhu Jun, her supporters gathered outside the court to express their support. Some of them wore rabbit ear headdresses symbolizing the ""#Metoo"" movement. She joined her supporters after the trial, but police arrived and dispersed the crowd under the pretext of Covid prevention."
919,2022/08/31,,yes,offline,,group demonstration,Shandong,Linyi,10-99,,,,building quality,property buyers,property developer,,,,,,Tier 1,,"Property buyers of Jade Mansion in Linyi held banners to protest, accusing the developer of cutting corners and deceiving them. Protesters threatened to rescind the contract."
918,2022/09/17,,yes,offline,,group demonstration,Anhui,Suzhou,10-99,,,,building quality,property buyers,property developer,rescind contract,,,,,Tier 1,,"Homebuyers of The One Mansion in Xiao county held banners to protest the quality of the construction work, saying that they would rescind the contract if the developer did not address the issues."
917,2022/10/02,,no,offline,,"group demonstration, sign protest",Jiangxi,Fuzhou,10-99,,,,delayed housing project,property buyers,local government,government intervention,,,,,Tier 1,,"Homebuyers of Guangyu Wonderful Domain in Yihuang County held banners to protest the developer's delayed property handover, appealing to the government to for justice."
916,2022/10/02,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,school district disputes,property buyers,property developer,corporate accountability,,,,,Tier 1,,"Homebuyers of Xinhexin Ruida Happiness in Zhengzhou held banners in protest in front of its office building and Zhengzhou Middle School, which the developer promised that the buyers' children could go to, demanding the developer guarantee places for their children."
915,2022/11/05,,yes,offline,,group demonstration,Henan,Zhengzhou,100-999,,,,property management disputes,property owners,property management,corporate accountability,monitoring,,,,Tier 1,,"The homeowners of Zensun Wisdom City in Zhengzhou accused the developer of failing to heat their homes according to the government's standard, as well as the rising price of heating, so they held banners to protest, demanding that the company provide services according to the official standard."
914,2022/08/18,,yes,offline,,obstruction,Guangdong,Heyuan,10-99,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,"Several migrant workers sat at the entrance of Logan City in Heyuan in protest, demanding that the developer pay the wage arrears."
913,2022/07/24,,yes,offline,,group demonstration,,Chongqing,10-99,,,,building quality,property buyers,property developer,rescind contract,,,,,Tier 1,,"Homebuyers of Jinhui Elite's Mansion in Chongqing gathered at the sales center to protest the developer's cutting back on facilities and building quality issues, demanding a refund."
912,2022/07/23,,yes,offline,,group demonstration,Jiangsu,Zhenjiang,2--9,,,,pay and benefits,construction workers,property developer,payment of arrears,,,,,Tier 1,,Several migrant workers held signs in front of Jinke Urban View Yijing Mansion to protest and demand that the developer pay their wage arrears.
911,2022/09/19,,yes,offline,,group demonstration,Hunan,Chenzhou,10-99,,,,property pricing,property buyers,local government,government intervention,,,,,Tier 1,,"Property buyers held banners in front of Linwu Water and Sewerage Company, accusing it of overpricing the property and bullying buyers and appealing to the government for justice."
910,2022/10/01,,no,offline,,group demonstration,Gansu,Lanzhou,10-99,,,,COVID-19 pandemic policies,urban residents,,,monitoring,,,,Tier 1,,"Residents of ""Tianyuan IX"" and Tianyu Phoenix Town in Jiuzhou protested the lockdown measures. Police arrived later to negotiate with them."
909,2022/10/05,,no,offline,,lawsuit,Sichuan,Liangshan Yi Autonomous Prefecture,1,,,,COVID-19 pandemic policies,urban residents,local judiciary,confirm government's law violation,,,,,Tier 1,,"Discontent with being quarantined unreasonably, a student in Huili City filed an administrative lawsuit against the government in an attempt to confirm that the quarantine was illegal."
908,2022/06/08,,yes,offline,,group demonstration,Jilin,Jilin,10-99,,,,property management disputes,property owners,property management,corporate accountability,,,,,Tier 1,,"Property owners of Evergrande City in Jilin held signs to protest the lack of gas in the residential area and the lack of lighting in the underground parking lot, demanding that the company deal with the problems."
907,2022/06/05,,yes,offline,,group demonstration,Shandong,Jinan,2--9,,,,building quality,property buyers,property developer,rescind contract,,,,,Tier 1,,Homebuyers of the Jinan Jigao Longyue Mansion project held a banner to protest that the quality of the buildings did not meet expectations.
906,2022/09/05,,yes,offline,,group demonstration,Henan,Zhengzhou,2--9,,,male,building quality,property buyers,property developer,corporate accountability,,,,,Tier 1,,Homebuyers of the Longyue Huating project in Zhengzhou held banners to protest that the quality of the buildings did not meet expectations.
905,2022/06/19,,no,offline,,group demonstration,Jiangxi,Jingdezhen,10-99,,,,building quality,property buyers,property developer,rescind contract,,,,,Tier 1,,"Homebuyers of the Wangtao Nanyuan in Jingdezhen held up banners at the sales center on the day of the delivery, protesting that the quality of the house did not meet expectations, demanding that the housing contract be terminated."
904,2022/07/25,,yes,offline,,group demonstration,Henan,Zhengzhou,10-99,,,,building quality,property buyers,property developer,corporate accountability,,,,,Tier 1,,Homebuyers of the Kunlun Wangyue project in Zhengzhou held banners to protest that the quality of the building did not meet expectations.
903,2022/10/11,,yes,offline,,group demonstration,Gansu,Lanzhou,2--9,,,,"fraud, building quality",property buyers,property developer,corporate accountability,,,,,Tier 1,,A group of hombuyers in Lanzhou held signs to protest the poor quality of the houses delivered by Wanda Company and also accused the developer of false advertising.
902,2022/10/09,,yes,offline,,group demonstration,,Shanghai,10-99,,,,building quality,property buyers,property developer,corporate accountability,,,,,Tier 1,,"Discontent with serious building quality issues at the No. 9 Mansion project developed by China Merchants in Shanghai, some buyers protested with signs and banners in front of the China Merchants building."
901,2022/08/15,,yes,offline,,"group demonstration, obstruction",,Chongqing,10-99,,,,delayed housing project,property buyers,"local government, property developer","corporate accountability, government intervention",monitoring,,,,Tier 1,,"The construction of Chongqing Lushan Mansion project has been suspended for a long time. Homebuyers went to the Chongqing Banking Regulatory Commission to demand government intervention, and they even laid at the door of the building to prevent people from entering and leaving. Government officials did not respond in the end."
900,2022/07/19,2022/07/20,yes,offline,,group demonstration,Shandong,Qingdao,10-99,,,,delayed housing project,property buyers,"local government, property developer","corporate accountability, government intervention",,,,,Tier 1,,"The construction of Qingdao Victoria Bay Phase 10 project has been suspended for a long time. Homebuyers went to the local Petition Bureau to demand government intervention. According to a Weibo post, they protested at the bureau for a day and a night, but no government officials responded."
899,2022/09/17,,yes,offline,,group demonstration,Yunnan,Kunming,10-99,,,,land rights,urban residents,local government,government accountability,,,,,Tier 1,,"The land of the Biji Mingcheng residential area in Kunming was expropriated by the local government, but the residents were not properly resettled, so they went to the local party service center to protest."
898,2022/11/26,,yes,offline,,group demonstration,,Beijing,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,policy changed,,1127 Movement,Tier 1,,"Residents of the Beiqijia Community in Beijing collectively protested and demanded that the lockdown be lifted. The local government eventually compromised and agreed to lift the lockdown, according to a Weibo post."
897,2022/11/26,,yes,offline,,group demonstration,,Beijing,10-99,,,,COVID-19 pandemic policies,urban residents,local government,policy change,,policy changed,,1127 Movement,Tier 1,,"Residents of a community in Beijing protested collectively and demanded that the lockdown be lifted. The local government eventually compromised and agreed to lift the lockdown, according to a Weibo post."
